,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.1389440921834803,0.12118420824289095,0.3570039318209007,0.03574350127729075,0.0801565905987391
1,Pixel-to-Real,0.17133888394094157,0.19250349348987772,0.37277733203374896,0.026223059233217695,0.11412302977617841
2,Optical,0.2573651162856929,0.2453095207024325,0.5456952981630757,0.10325696161533987,0.11425059557578987
