,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.10053725703253831,0.12540673825596457,0.13543544587736256,0.02790198738441365,0.039442787736416116
1,Optical,0.14161861471857004,0.12948158170180027,0.275707544329131,0.044525273721786246,0.07753225271357948
