,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.29679462066228207,0.23412917054480836,0.5781402138754923,0.07317074962032317,0.19022247636254405
1,Optical,0.33795922646187637,0.31226656385210416,0.608647972558851,0.17106876892057196,0.14024930189267376
