,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.24063186317442362,0.2174320992861907,0.46490370626614735,0.13200133711443954,0.09497075770921837
1,Optical,0.3383025474614217,0.33263420825284973,0.6566544440571466,0.16115141699656252,0.1303879968228584
