,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.022923183715910313,0.018521778607658763,0.07908178045542474,0.0021694468747957786,0.016066584256340683
1,Pixel-to-Real,0.20522177406352432,0.1453442900300094,0.6580294020952325,0.009918649201966674,0.16078767192302518
2,Optical,0.2842944319839794,0.2687574497468734,0.557559719995649,0.09450583506006087,0.11061954006014688
