,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.17188918222109842,0.16653793866701122,0.30979272122120793,0.09775400262789304,0.06082443953121149
1,Pixel-to-Real,0.12678352869211532,0.1057129005110157,0.2816314186297064,0.02077604604494907,0.08543058489404858
2,Optical,0.2355606760065398,0.20855038968568496,0.375720298903378,0.07168937747900396,0.083074459886412
