Error
-0.04556452879501105
-0.0372522233606265
-0.03383186729270227
0.10117012629412647
0.03619158572632308
-0.10487704519684371
-0.12500637530034586
-0.07558810727047893
-0.3070564326949925
-0.3846354413810844
-0.010459322541405136
-0.2967218583701232
-0.013086874523156489
-0.027983595261808603
-0.3053103671589463
