,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.20326842861558808,0.19502931862927736,0.46640719891635474,0.050378911222852304,0.1213539307195645
1,Optical,0.36617562400713516,0.33197902734962026,0.6623068980283986,0.1728171319892794,0.14457407352505153
