,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.19603975976424193,0.1654950023744525,0.6747226599118977,0.03574350127729075,0.13952731720873937
1,Pixel-to-Real,0.3810408525023676,0.2850182356371687,1.429243563985477,0.026223059233217695,0.3822169737122039
2,Optical,0.6731761494009333,0.377752171330509,2.667856233400475,0.10325696161533987,0.7276135291004725
