Error
-0.15897533164881406
-0.1625404790362599
0.12579956993158992
0.08558634659554354
0.11484102965431386
-0.013847295117499492
0.034213820791327176
0.0029946879623428124
-0.13569729842377454
-0.12566272905915055
-0.22055332649271508
-0.3344625608630647
-0.42295056909089657
-0.2900480202599809
-0.13278225957598666
