,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.07496116449044178,0.04501620434476854,0.6024810664244981,0.0022600000000000445,0.09560182577899885
1,Optical,0.28675346472744223,0.265671462620056,0.7852570228409306,0.03547490521481355,0.13917941838553502
