,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.16941683290139978,0.14035645078546893,0.6881358738395732,0.0321699317777801,0.16007602483407737
1,Pixel-to-Real,0.20345711672118597,0.14158761420313865,0.4525878800825011,0.045750753016829744,0.150962023932354
2,Optical,0.24290654344949483,0.23381181577006954,0.4196507941195576,0.09575228914504931,0.0857331774954871
