,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.38915869420786514,0.3629729532623612,1.4373034674695535,0.07317074962032317,0.29250526181365827
1,Optical,0.5158141223272797,0.49011020648421494,1.3226114028315352,0.17106876892057196,0.27773351973602106
