,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.10692979434404885,0.07028114860902418,1.00752453388548,0.003571840320924711,0.1277757021594491
1,Pixel-to-Real,0.14637013107203525,0.10136595326046931,0.8314793368566143,0.006984239571178226,0.13617987031574463
2,Optical,0.4265371201291956,0.4245439847623529,1.4043779777685608,0.05586616206006844,0.21504898542232068
