,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.3887406971093469,0.2775005450445099,0.9042076985405514,0.13200133711443954,0.22748868287957288
1,Optical,0.506685345334551,0.4118035649432873,0.8505080350002578,0.16115141699656252,0.23266362827932371
