,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.20575588368901984,0.1422716619710332,0.6697683268115928,0.012791501084704546,0.16005811784775137
1,Optical,0.28508438166916417,0.2685229399883744,0.5585740022593242,0.08843100926711182,0.11215822392488574
