,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.10411611758832595,0.06887260548911872,0.8210400141893206,0.0022600000000000445,0.11278444321287415
1,Optical,0.4471481685682232,0.4019431200043829,1.5436731526135965,0.03547490521481355,0.25955275767338476
