,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.20351514506608345,0.1936326253443973,0.5889075747932334,0.05084541655773102,0.11356981220706916
1,Pixel-to-Real,0.2752950716767098,0.17966597524037337,0.8195007998943462,0.02077604604494907,0.24101747488329914
2,Optical,0.36980207654555564,0.3482255569231956,0.8193108762298522,0.07168937747900396,0.1830625328549371
