,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.06417152927858975,0.06391533467814631,0.08807820387057393,0.03528526637477238,0.016384991480382402
1,Pixel-to-Real,0.11319165405983862,0.11058074027327691,0.15179805664925142,0.06481512167364847,0.034143476076455306
2,Optical,0.15304620732718527,0.12101999834738056,0.2814253898118585,0.08997255135097498,0.07088870317543089
