,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,UWB,0.23583539955140623,0.18270334955404163,0.711815352126931,0.0321699317777801,0.18187705312209723
1,Pixel-to-Real,0.24206384483058271,0.18290480668378256,0.7944078142925719,0.023719066427812383,0.1772482165434217
2,Optical,0.35091611977622417,0.3470061994147855,0.6417619802201192,0.09575228914504931,0.15092348257283328
