,Method,Mean Distance,Median Distance,Max Distance,Min Distance,Std Dev Distance
0,Pixel-to-Real,0.10710186091509505,0.10419999999999949,0.2247747316759601,0.042979646345682854,0.059202794588507884
1,Optical,0.2733467081540863,0.26439018514309465,0.39814964523405066,0.17268540760585452,0.077765347578407
